features/geometry/type,features/geometry/coordinates/0,features/geometry/coordinates/1,features/type,features/properties/mb_lengte,features/properties/breedte_in_m,features/properties/wgs84_geo_e,features/properties/sunk_in_period,features/properties/bodemdiepte_oud,features/properties/wgs84_geo_n,features/properties/bazoverzicht,features/properties/code_diepte,features/properties/totaal,features/properties/thuishaven,features/properties/opmerkingen,features/properties/mb_30,features/properties/datedredged,features/properties/mb_breedte,features/properties/tonnenmaatbruto,features/properties/codetermote,features/properties/depth_20,features/properties/nationaliteit,features/properties/code_vaargeul,features/properties/bouwjaar,features/properties/vorige_diepten,features/properties/code_lengte,features/properties/length_5,features/properties/opgeruimd_tot_op,features/properties/code_historiek,features/properties/teken_op_kaart,features/properties/lengte_in_m,features/properties/lading,features/properties/code_teken,features/properties/bodemdiepte_aangepast,features/properties/berging_datum,features/properties/termote,features/properties/dredgeddepth,features/properties/mb_strekking,features/properties/holte_in_m,features/properties/wraknummer,features/properties/teken_10,features/properties/gevonden_door,features/properties/opgeruimd_door_firma,features/properties/type_schip,features/properties/totaal_klasse,features/properties/name,features/properties/side_scan,features/properties/multibeam,features/properties/utm_31n_northing,features/properties/fairway_35,features/properties/datefound,features/properties/utm_31n_easting,features/properties/werf,features/properties/gezonken_op,features/properties/bijzondere_opmerkingen,features/properties/eigenaar,features/properties/code_mb,features/properties/hout___staal,features/id
Point,2.889342984891456,51.29294523466223,Feature,31,,"002\xb0 53,361 E",1,"7,00","51\xb0 17,577 N",1989 / 15 - 113,5,"65,25",,,24,1989/06/20,"12,00",,1,20,,1,,"06,0 Wk__ GLLWS",4,5,,3,"05,9 Wk__",,,3,6.59,,115,"6,00","167,59",,B_117_253_b,7.5,,-,,3,Hafenschutzboot FO 12,,1996/11/28,492284.24,8.75,,5682408.14,,,"Het wrak ligt verspreid op de bodem tot 50 m van hoger vermelde positie.

B_117_253_b

Midden 51\xb0 17'.577 - 002\xb0 53'.361
Pt_01  51\xb0 17'.586 - 002\xb0 53'.359
Pt_02  51\xb0 17'.569 - 002\xb0 53'.365

Dieptecijfer gewijzigd naar LAT",,4,Staal,114
Point,2.804147659107578,51.40734513598335,Feature,"45,83","17,00","002\xb0 48,249 E",2,"18,00","51\xb0 24,441 N",1997 / 05 - 069,4,"78,75",Hull,,24,1992/09/30,"13,33","4571,00",1,16,Brit,3,1935,"zichtbaar bij LW ; 15 Wk__; 15,6 Wk__ GLLWS",4,5,150 dm,4,"15,5 Wk__","125,00",-,3,17.8,1962/10/10,224,"15,90","271,08","7,60",B_124_248,7.5,,Ackermans & Van Haeren,,2,AURETTA,,1995/05/05,486377.81,26.25,,5695142.99,Burntisland S.B.& CM,1945/02/26,"Gebouwd in 1935 en tot 1941 eigendom van Chellew SS Mgt. C\xb0 - London , van 1941 tot 1945 eigendom van W.H. Cockerline & C\xb0 , Ltd - Hull . Op 26 februari  1945 vaarde het schip op een mijn en zonk ongeveer 11 mijlen benoorden Oostende. Het wrak werd opgeruimd tot 150 dm tov H-lokaal . In 1962 op 17 oktober werd op deze plaats gedregd op 150 dm . Op 13 juni 1984 werd in deze positie niets meer terug gevonden . Tijdens het zoeken waren sterke echo's waargenomen en een wrak werd gevonden 900 m beoosten van deze gekende positie. Dit wrak werd op 15 juni 1984 afgedregd tot 162 dm tov H-lokaal. Dit nieuwe wrak werd foutief als de AURETTA aanzien. Daarom werd het teken van de kaart 15 Wk__  geschrapt en 16,2 Wk__ aangebracht in de positie 51 \xb0 24' 28'' N en 002\xb0 49' 10'' E ( zie BAZ 1984/15-103 ) . Dit nieuwe wrak is later ge\xefdentificeerd als de GRAFTON - B 124/249.

B_124_248

Midden 51\xb0 24'.441 - 002\xb0 48'.249
Pt_01  51\xb0 24'.443 - 002\xb0 48'.271
Pt_02  51\xb0 24'.441 - 002\xb0 48'.233

Dieptecijfer gewijzigd naar LAT",Walter H.Cockerline,4,staal,224
Point,2.65521885395896,51.3654614268018,Feature,"55,83",,"002\xb0 39,313 E",2,"26,00","51\xb0 21,928 N",1997 / 05 - 069,3,"65,50",-,,6,1986/08/18,"10,00",,1,12,-,4,,"23 Wk; 22,5 Wk__ GLLWS",4,5,-,3,"22,0 Wk__",,-,3,23.78,,157,"22,50","269,00",,B_121_239,7.5,,-,,3,LCT,,2015/08/21,475997.43,35,,5690523.27,-,,"Volgens Baz 262 van 1947 is dit wrak een   ""Landing Craft Tank"" vaartuig.

B_121_239

Midden 51\xb0 21'.928 - 002\xb0 39'.313
Pt_01  51\xb0 21'.931 - 002\xb0 39'.337
Pt_02  51\xb0 21'.930 - 002\xb0 39'.290

Dieptecijfer gewijzigd naar LAT",-,1,-,157
Point,2.437112524386504,51.36938015494214,Feature,"87,5",,"002\xb0 26,227 E",2,"30,00","51\xb0 22,163 N",1996 / 17 - 129,3,"65,50",,,6,1987/07/02,"12,50",,1,12,,4,,"gevaarlijk wrak ; 22,5 Wk ; 20,7 Wk__ GLLWS",4,5,,4,"20,6 Wk__",,,3,25.83,,170,"20,70","54,26",,B_122_226,7.5,,,,3,SS VIIU,,2015/05/17,460816.99,35,,5691053.02,,,"B_122_226

Midden 51\xb0 22'.163 - 002\xb0 26'.227
Pt_01  51\xb0 22'.177 - 002\xb0 26'.257
Pt_02  51\xb0 22'.151 - 002\xb0 26'.195

Dieptecijfer gewijzigd naar LAT",,1,,170
Point,2.627099746531925,51.38319414518576,Feature,"17,5",,"002\xb0 37,626 E",2,"26,50","51\xb0 22,992 N",1997 / 05 - 069,3,"64,25",-,,6,1989/02/10,"5,83",,1,12,-,4,,"22,0 Wk__ GLLWS",3,3.75,-,3,"21,5 Wk__",,-,3,23.85,,197,"22,00","139,76",,B_123_237,7.5,,-,,3,onbekend-LCT,,2015/08/21,474049.9,35,,5692504.91,-,,"Waarschijnlijk boeg van een schip.  Andere stukken liggen vermoedelijk in positie  51 22 35 N  - 02 37 20 E,  Zie BAZ 1986/26-143  en BAZ 1987/11-97.

B_123_237

Midden 51\xb0 22'.992 - 002\xb0 37'.626
Pt_01  51\xb0 22'.997 - 002\xb0 37'.635
Pt_02  51\xb0 22'.989 - 002\xb0 37'.635

Dieptecijfer gewijzigd naar LAT",-,1,-,197
Point,2.484957004542351,51.46471261097949,Feature,"113,33",,"002\xb0 29,097 E",2,"30,70","51\xb0 27,883 N",1997 / 05 - 069,2,"35,25",,,6,1989/06/13,"15,00",,1,8,,1,,"23,5 Wk__ GLLWS",4,5,,4,"23,0 Wk__",,,3,32.58,,250,"23,60","132,75",,B_127_229,7.5,,-,,6,SS Sint Annaland,,2007/02/20,464221.96,8.75,,5701630.54,,,"B_127_229

Midden 51\xb0 27'.883 - 002\xb0 29'.097
Pt_01  51\xb0 27'.908 - 002\xb0 29'.064
Pt_02  51\xb0 27'.860 - 002\xb0 29'.136

Dieptecijfer is gewijzigd in LAT",,1,,249
Point,2.749543476892832,51.19894176863496,Feature,"36,67",,"002\xb0 44,973 E",1,"4,50","51\xb0 11,937 N",1996 / 17 - 129,5,"41,25",,,0,1994/07/20,"7,50",,1,20,,1,,"02,3 Wk__ GLLWS",4,5,,3,"02,2 Wk__",,,3,5.21,,33,"2,30","221,58",,B_112_245,7.5,Ter Streep,,,5,Vorpostenboot V-1808,,2015/12/02,482500.84,8.75,,5671978.15,,,"Het wrak ligt op de zuid-flank van de Stroombank. Het hoogste punt bevindt zich op 3,50 m boven de omringende bodem. Op 10 augustus 1999 werd een nieuw SSS onderzoek uitgevoerd, Hierbij werden 2 kleine stukken gelokaliseerd, Het eerste stuk bevindt zich in de positie (geconverteerd naar WGS84)  X = 482 612 en Y = 5 671 991, het tweede  X = 482 522 en Y = 5 671 975, Duikers J. Devent en  J. Vandamme vinden in beide posities stukken van de mast van het wrak.

B_112_245

Midden 51\xb0 11'.937 - 002\xb0 44'.973
Pt_01  51\xb0 11'.944 - 002\xb0 44'.982
Pt_02  51\xb0 11'.930 - 002\xb0 44'.963

Dieptecijfer gewijzigd naar LAT",,0,,12
Point,2.863587702438114,51.25122689200398,Feature,28,,"002\xb0 51,815 E",1,"8,80","51\xb0 15,074 N",1997 / 05 - 069,5,"41,00",,,6,,"21,00",,1,20,-,1,,"onzichtbaar bij LW ; 3,4 Wk ; 8,3 Wk__",3,3.75,bodem,3,#,,,1,8.56,,83,"8,30",,,B_115_251,2.5,,Ackermans & Van Haaren,,5,Sperrbrecher 170,,2009/02/01,490479.79,8.75,,5677771.71,,,Het wrak werd in 1959 opgeruimd tot omringende bodem. In 2006 is er een Side Scan meting uitgevoerd waaruit blijkt dat er nog kleine brokstukken verspreid op de bodem liggen.,,1,-,82
Point,3.029845599538586,51.3183475458566,Feature,"34,58",,"003\xb0 01,791 E",1,0,"51\xb0 19,101 N",1997 / 05 - 069,5,"41,25",,,0,1984/11/12,"7,50",,1,20,,1,,"2,8 Wk__; 03,5 Wk__ GLLWS",4,5,,3,"03,4 Wk__",,,3,5.2,,126,"3,50","25,62",,B_119_301_b,7.5,Geosurveyor IV,,,5,Minensuchboot M3606,,2015/12/02,502079.89,8.75,2015/12/02,5685227.73,,,Dieptecijfer gewijzigd naar LAT,,0,,125
Point,2.554754280618828,51.21175558753981,Feature,u,,"002\xb0 33,285 E",2,"15,00","51\xb0 12,705 N",1997 / 05 - 069,4,"40,75",,,6,1989/06/14,,,1,16,,1,,"10,3 , 09,9 Wk__ GLLWS",2,2.5,,3,"09,7 Wk__",,,3,11.74,,41,"9,90",,,B_112_233,7.5,,-,,5,ST. ACHILLEUS,,2007/01/25,468899.78,8.75,,5673467.53,,,"In 1964 werd dit wrak in kaart gebracht met als teken 10,3 Wk (BAZ 1964/5-62). Op 22/05/1990 werd een duikersonderzoek uitgevoerd door ZEEBRUGGE I   met Van Mullem D. en Lagast P. Uit het rapport blijkt dat er vaten liggen die mogelijks dieptebommen zijn. In 1995 blijkt uit het Multi Beam onderzoek dat het ondiepste punt op 8,82 m tov H-lokaal ligt. In 1996 blijkt het hoogste punt gemeten met multibeam op 10,70 m te liggen.Volgens Tomas Termote is dit wrak de St.- Achilleus, een antiduikboot stoomtreiler H127.De voormalige Hullse treiler stond onder het bevel van luitenant ter zee H.A. Gellet, R.N.V.R., van de elfde Anti Submarine Striking Force.Tijdens de operatie Dynamo had ze tot 1 juni de patrouille opgenomen langs de Y-route. Naar het einde van de dag verloor de de luitenant ter zee K.J. Lee van de Cap Argona het contact met de St.Achilleus. Verschillende ontploffingen werden er gehoord. Bij dageraad werd de Korvet Sheldrake door vliegtuigen naar een loctie geleid waar drijfhout werd gezien. De Sheldrake vond overblijfselen van de St.-Achilleus. Elf bemanningsleden werden nog uit het water gehaald. Vier stierven door onderkoeling.
Het wrak ligt op zijn stuurboordzijde en is grotendeels intact.
B_112_233
Midden 51\xb0 12'.705 - 002\xb0 33'.285
Pt_01  51\xb0 12'.718 - 002\xb0 33'.297
Pt_02  51\xb0 12'.694 - 002\xb0 33'.279
Dieptecijfer gewijzigd naar LAT",,1,Staal,20
Point,2.418251649638348,51.68035895732713,Feature,"27,7",,002\xb0 25.100 E,99,"39,00",51\xb0 40.820 N,,2,51.50,,,6,,"4,30",,2,8,,3,,,3,3.75,,6,,,,3,37.21,,272,,"50,00",,B_140_225,7.5,,,,4,onbekend,,2015/10/02,459779,26.25,,5725648,,,NIEUW,,1,,271
Point,2.574227206287921,51.369877688026826,Feature,"30,01","7,20","002\xb0 34,454 E",99,"20,00","51\xb0 22,193 N",2001 / 26 - 173,3,78.50,Oostende,,24,1988/12/15,"8,33","150,23",1,12,Belgisch,4,1970,-,4,5,-,5,#,"29,20",-,1,22.77,,171,"17,00","271,68",,B_122_234_a,2.5,,-,Vissersboot,2,O.82  MARINER,,1995/08/18,470361.92,35,,5691044.02,"Henri Deweert, Oostende",1979/12/17,"Op 05/12/1988 zonk in de omgeving van 51 22 15 N  en 02 34 27 E de boeg van de Bowsprite . De zeemacht vond in de positie 51 22 14 N en 02 34 34 E een wrak . Dit wrak was echter niet op kaart opgenomen (1988). Na duikersonderzoek wist men door de staat van begroeiing dat dit niet de BOWSPRITE was. In 1921 werd een obstructie in deze omgeving gemeld ,zie BAZ 1921/109. Daar de O.82 zonk in 1979 kan men de naam van het wrak "" O.82 MARINER "" niet met zekerheid aanwijzen. 

Het wrak werd volledig opgeruimd in 2001.","Pintelon-Versluys, Oostende",4,Staal,171
Point,2.478536687370134,51.41291280404774,Feature,"13,66",,"002\xb0 28,712 E",1,0,"51\xb0 24,775 N",2000 / 03 - 069,3,"56,00",,,24,,"4,39",,1,12,,1,,"24,0 Wk GLLWS",3,3.75,,3,"23,5 Wk",,,3,24.88,,231,,"318,00",,B_124_228_a,7.5,Ter Streep,,,4,S192,,1999/06/24,463734.97,8.75,,5695872.98,,,"Duikers onderzoek verricht op het wrak op 03/09/99. Het wrak kan ook een oude stoomtreiler zijn maar is waarschijnlijk een torpedoboot van de tweede wereldoorlog.  Rond het wrak zijn buizen gevonden, de romp is zwaar doorgeroest. Het wrak ligt ongeveer 0,5 m boven de bodem, aldus Johan Devent. Duikersonderzoek door Gilbert Allerweirelt beschrijft het wrak eveneens als een Duitse Snelboot uit aluminium (vedette).

B_124_228_a

Midden 51\xb0 24'.775 - 002\xb0 28'.712
Pt_01  51\xb0 24'.777 - 002\xb0 28'.712
Pt_02  51\xb0 24'.772 - 002\xb0 28'.719

Dieptecijfer gewijzigd naar LAT",,4,,231
Point,2.937830323826673,51.24666251886487,Feature,50,,"002\xb0 56,270 E",99,0,"51\xb0 14,800 N",1962 / 13 - 097,5,41.25,-,,0,,,"3600,00",1,20,Brits,1,1890,"01,2 Wk__ GLLWS",4,5,,0,"01,1 Wk__",,-,3,2.94,,73,"1,20",,,B_114_256_a,7.5,,-,Kruiser,5,Cap Horn,,2015/12/02,495660.75,8.75,,5677257.11,-,1918/04/23,"Wrak van Engelse kruiser.

Dieptecijfer gewijzigd naar LAT","Royal Navy,  Great-Britain",0,Staal,52
Point,2.638768854824106,51.35316082812155,Feature,"33,88","4,36","002\xb0 38,326 E",1,"20,00","51\xb0 21,190 N",1997 / 05 - 069,3,54.75,Oostende,,0,1986/07/02,"4,96","263,00",1,16,Duits,3,1915,"17 Wk ; 16,1 Wk ; 16,4 Wk__ GLLWS",4,5,-,1,"16,3 Wk__","36,13",-,3,18.2,,142,"16,40","45,77",,B_121_238,7.5,,-,Duikboot,4,UB 20,1993/10/05,2017/04/03,474845.5,26.25,,5689160.83,"Blohm & Voss, Hamburg, Duitsland",1917/08/28,"Duikersonderzoek uitgevoerd door Zeebouw Zeezand.
Duitse duikboot uit de eerste wereldoorlog.

B_121_238

Midden 51\xb0 21'.190 - 002\xb0 38'.326
Pt_01   51\xb0 21'.196 - 002\xb0 38'.339
Pt_02   51\xb0 21'.184 - 002\xb0 38'.318

Dieptecijfer gewijzigd naar LAT","Duitse Kriegsmarine, basis Oostende",0,Staal,142
Point,2.944240767314069,51.25342781795514,Feature,65,13,"002\xb0 56,654 E",2,"5,5","51\xb0 15,206 N",1996 / 15 - 121,5,41.25,,,0,1984/10/16,"9,6",,1,20,Brits,1,1894,"zichtbaar bij LW ; 3,8 Wk__ GLLWS",4,5,,1,"03,7 Wk__",95,,3,3.87,,86,"3,80","9,5","5,5",B_115_256_b,7.5,,-,Kruiser,5,HMS SIRIUS,,2015/12/02,496108.75,8.75,,5678009.11,,1918/01/24,"In deze positie liggen 2 wrakken dicht bij elkaar. De wrakken liggen bijna volledig onder het zand.  Alleen de boegen steken ongeveer 2 m  boven de bodem uit. Waarschijnlijk is dit de Sirius. of mogelijks is dit wrak de HMS BRILLIANT. 

B_115_256_b

Midden  51\xb0 15'.206 - 002\xb0 56'.654
Pt_01   51\xb0 15'.216 - 002\xb0 56'.642
Pt_02   51\xb0 15'.191 - 002\xb0 56'.673

Dieptecijfer gewijzigd naar LAT",,0,,85
Point,2.703295434548811,51.24865895304857,Feature,"38,54","4,00","002\xb0 42,198 E",2,0,"51\xb0 14,920 N",1990 / 24 - 140,4,62.25,Brussel,,30,1990/11/13,,"257,00",1,16,Belg,1,1938,"8,2 Wk __",4,5,bodem,3,#,"38,54",-,1,10.31,,76,,,,B_114_242,2.5,,"Tijd. Ver. Bergingswerken ""Norma""",Motorjacht,3,ALOHA,,,479291.86,8.75,,5677519.11,"John Cockerill, Antwerpen",1940/05/21,Het jacht is waarschijnlijk op een mijn gevaren en zonk in hoger vermelde positie.,"Baron de Launoit, Brussel",5,Staal,55
Point,3.204776549804527,51.34866690153176,Feature,20,,"003\xb0 12,287 E",99,0,"51\xb0 20,920 N",1962 / 16 - 125,4,"22,25",,,0,,,,3,16,,0,,"6,5 Wk",3,3.75,,,-,,,1,10,,,,,,B_120_312_c,2.5,Ter Streep,,,6,onbekend,,,514261.12,0,,5688619.03,,,"Opgeruimd wrak ,opgeruimd in 1962.",,0,,308
Point,2.854849898462113,51.229699914407966,Feature,u,,002\xb0 51.291 E,99,0,51\xb0 13.782 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,2.41,,55,,,,B_113_251_d,2.5,,,,3,onbekend,,,489865.25,8.75,,5675378.9,,,,,5,,34
Point,2.690266556350979,51.15844993870341,Feature,u,,002\xb0 41.416 E,99,0,51\xb0 09.507 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,4.77,,14,,,,B_109_241,2.5,,,,3,onbekend,,,478340.26,8.75,,5667490.96,,,,,5,,71
Point,3.262836526231581,51.3686120193901,Feature,u,,"003\xb0 15,770 E",99,0,"51\xb0 22,117 N",1976 / 12 - 096,5,"68,75",,,30,,,,1,20,,1,,"4,5 Wk ; 2,6 Wk__",2,2.5,,6,"02,6 Wk__",,,3,5.54,,166,"2,60",,,B_122_315,7.5,,,,3,onbekend,,,518296.6,8.75,,5690850.02,,,Dieptecijfer ongewijzigd in LAT,,5,,166
Point,2.883166610916618,51.41788325942935,Feature,u,,002\xb0 52.990 E,99,0,51\xb0 25.073 N,,4,"91,00",,,30,,,,2,16,,4,,,2,2.5,,6,,,,3,19.31,,234,,,,,7.5,,,,1,onbekend,,,491875.71,35,,5696303.23,,,,,5,,234
Point,2.765733329377987,51.222083252380536,Feature,u,,002\xb0 45.944 E,99,0,51\xb0 13.325 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,6.4,,51,,,,B_113_245a,2.5,,,,3,onbekend,,,483640.21,8.75,,5674547.93,,,,,5,,30
Point,2.812268953471723,51.193322182500474,Feature,u,,"002\xb0 48,736 E",99,0,"51\xb0 11,599 N",1967 / 06 - 065,5,"68,75",,,30,1967/03/07,,,1,20,,1,,"01,7 Wk__ GLLWS",2,2.5,,6,"01,6 Wk__",,,3,3.71,,30,"1,70",,,B_111_248,7.5,,,,3,onbekend,,,486881.81,8.75,,5671340.15,,,Dieptecijfer gewijzigd naar LAT,,5,Staal,9
Point,2.862545826461296,51.21138533162014,Feature,u,,"002\xb0 51,753 E",99,0,"51\xb0 12,683 N",,5,"63,75",,,30,,,,1,20,,1,,,2,2.5,,6,Zichtbaar Wrak,,,1,-1.5,,40,,,,B_112_251a,2.5,,,,3,onbekend,,,490398.79,8.75,,5673341.14,,,-,,5,,19
Point,3.029845599538586,51.3183475458566,Feature,34,,"003\xb0 01,791 E",1,0,"51\xb0 19,101 N",,5,"41,25",,,0,,,,2,20,,1,,,4,5,,3,"03,4 Wk__",,,3,5.22,,127,,,,B_119_301_c,7.5,Geosurveyor IV,,,5,Minensuchboot M3604,,2015/12/02,502079.89,8.75,2015/12/02,5685227.73,,,,,0,,126
Point,2.954983286313371,51.29619992387627,Feature,u,,002\xb0 57.299 E,99,0,51\xb0 17.772 N,,5,"63,75",,Autoclean: Martagon,30,,,,2,20,,1,,,2,2.5,,6,,,,1,7.07,,117,,,,B_117_257_c,2.5,,,,3,stortstenen,,,496861.35,8.75,,5682765.24,,,,,5,,116
Point,2.941399921797869,51.251433329006296,Feature,u,,002\xb0 56.484 E,99,0,51\xb0 15.086 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,4.83,,84,,,,B_115_256_f,2.5,,,,3,onbekend,,,495910.32,8.75,,5677787.46,,,,,5,,83
Point,2.915613332814741,51.23637969021059,Feature,u,,"002\xb0 54,937 E",99,0,"51\xb0 14,183 N",2006 / 09 - 118,5,"63,75",-,,30,,,,1,20,-,1,,Zichtbaar wrak \_+_/,2,2.5,-,6,Geen,,-,1,0,,62,,,,B_114_255_a,2.5,,-,Baggermolen,3,onbekend,,,494108.76,8.75,,5676115.12,-,,"Nabij de haven  werd een noodstrand aangebracht waardoor een aanzienlijke verhoging gerealiseerd werd.
Het wrak is nu niet meer zichtbaar.(werd immers opgeruimd)",,5,-,41
Point,2.981333248722216,51.32699998654028,Feature,u,,002\xb0 58.880 E,99,0,51\xb0 19.620 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,6.28,,128,,,,B_119_258,2.5,,,,3,onbekend,,,498699.39,8.75,,5686189.71,,,,,5,,127
Point,2.983133331746133,51.270983279235494,Feature,u,,002\xb0 58.988 E,99,0,51\xb0 16.259 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,4.51,,97,,,,B_116_258,2.5,,,,3,onbekend,,,498823.38,8.75,,5679960.09,,,,,5,,96
Point,2.863699932941505,51.21446659180352,Feature,u,,002\xb0 51.822 E,99,0,51\xb0 12.868 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,1.8,,43,,,,B_112_251b,2.5,,,,3,onbekend,,,490480.04,8.75,,5673683.65,,,,,5,,22
Point,2.957883241371998,51.283183297675734,Feature,u,,002\xb0 57.473 E,99,0,51\xb0 16.991 N,,5,"63,75",,,30,,,,2,20,,1,,,2,2.5,,6,,,,1,5.93,,104,,,,B_116_257,2.5,,,,3,onbekend,,,497062.71,8.75,,5681317.55,,,,,5,,103
Point,2.908316554300592,51.29714994201945,Feature,u,,002\xb0 54.499 E,2,0,51\xb0 17.829 N,,5,"68,75",,,30,,,,2,20,,1,,,2,2.5,,3,,,,3,6.53,,118,,,,B_117_254,7.5,,,,3,Loreley,,,493607.79,8.75,,5682873.92,,,,,5,,117
Point,3.20199240513735,51.379999506650876,Feature,u,,"003\xb0 12,120 E",1,0,"51\xb0 22,800 N",1954 / 25 - 127,4,"59,75",,,30,,,,1,16,,1,,"5,3 Wk  ; +++",2,2.5,,3,#,,,1,10.18,,189,,,,B_122_312_c,2.5,,Van Gastel,,4,Minensuchboot M3201,,,514057.63,8.75,,5692103.01,,,Het wrak werd tot op de bodem opgeruimd door Van Gastel in 1954 .,,5,,189
Point,3.061942640972216,51.40011914746146,Feature,u,"17,00","003\xb0 03,717 E",99,0,"51\xb0 24,007 N",2015 / 21 - 246,5,"41,25",,,0,,,"6577,00",3,20,Nederland,1,2002,,2,2.5,,,Zichtbaar Wrak,"130,00","staal, ijzer en kraanonderdelen",4,8.98,,,,,"5,60",B_124_303,10,,,Vrachtschip,5,FLINTERSTAR,,,504309,8.75,,5694323,,2015/10/06,"Dinsdag 06/10/2015 omstreeks 04h00

Ongeveer 8 km voor de kust van Blankenberge zijn de 315 m lange gastanker de ""Al-Oraiq"", varende onder de vlag van de Marshalleilanden en het 130 m lange Nederlandse vrachtschip ""Flinterstar"" met elkaar in aanvaring gekomen.

De kustreddingsdiensten hebben alle 12 opvarenden van het gezonken schip ""Flinterstar"" gered.

Het wrak van de ""Flinterstar"" is zichtbaar ook bij hoogwater.

BaZ bericht 21/246 van 2015",,0,Staal,281
Point,2.551516559658576,51.25019999589192,Feature,u,,002\xb0 33.091 E,99,0,51\xb0 15.012 N,,4,"59,75",,,30,,,,2,16,,1,,,2,2.5,,6,,,,1,16.65,,80,,,,B_115_233_b,2.5,,,,4,onbekend,,,468699.72,8.75,,5677744.21,,,,,5,,79
Point,2.883816585384063,51.24199995815099,Feature,u,,002\xb0 53.029 E,99,0,51\xb0 14.520 N,,5,"63,75",,niet gevonden door Geosurveyor IV,30,,,,2,20,,1,,,2,2.5,,6,,,,1,4.83,,68,,,,B_114_253_b,2.5,,,,3,onbekend,,,491889.94,8.75,,5676743.17,,,,,5,,47
Point,3.206447878099317,51.380279483648025,Feature,u,,"003\xb0 12,387 E",99,0,"51\xb0 22,817 N",1954 / 25 - 127,4,"59,75",,,30,,,,1,16,,1,,"5,7 Wk ; +++",2,2.5,,6,#,,,1,10.12,,191,,,,B_122_312_d,2.5,,Van Gastel,,4,onbekend,,,514367.62,8.75,,5692135.01,,,Het wrak werd in 1954 opgeruimd tot op de bodem door Van Gastel.,,5,,191
Point,2.533099952049826,51.186833327568095,Feature,u,,002\xb0 31.986 E,99,0,51\xb0 11.210 N,,4,"64,75",,,30,,,,2,16,,1,,,2,2.5,,0,,,,3,15.34,,28,,,,B_111_231,7.5,,,,3,Belgisch Loodsschip Nr. 5,,,467369.64,8.75,,5670705.39,,,,,5,,7
Point,3.216193435902077,51.36879728166406,Feature,35,,"003\xb0 12,972 E",99,0,"51\xb0 22,128 N",1997 / 05 - 069,5,"65,25",,,24,1993/04/23,"10,00",,1,20,,1,,"4,8 Wk ; +++",4,5,,5,"06,9 Wk__",,,3,8.51,,167,"6,90","144,06",,B_122_313_a,7.5,Ter Streep,Van den Tak's Bergingsbedrijf,Bergingsvaartuig,3,CARL R2,,1995/09/21,515049.62,8.75,,5690860.02,,1960/05/29,"Uit de multibeam opname blijken er 2 wrakken haaks bij elkaar te liggen. De grootste zal wellicht de GORM zijn en is genummerd als B 122/313 b. Tijdens de bergingswerken in  mei 1960 is het  bergingsvaartuig CARL , ( Van den Tak ) gezonken . Volgens BAZ nummer 12 van 1960 paragraaf 85 is het schip gezonken op of nabij de GORM. Dit tweede wrak was toen zelfs gevaarlijk voor bovenscheepvaart.

Dieptecijfer ongewijzigd in LAT",,4,Staal,167
Point,2.519816563170292,51.30466661553314,Feature,u,,002\xb0 31.189 E,99,0,51\xb0 18.280 N,,3,"55,75",,,30,,,,2,12,,1,,,2,2.5,,6,,,,1,26.54,,120,,,,B_118_231,2.5,,,,4,stenen,,,466526.95,8.75,,5683815.33,,,,,5,,119
Point,2.78918321209037,51.66531662158339,Feature,u,,002\xb0 47.351 E,99,0,51\xb0 39.919 N,,3,"55,75",,,30,,,,2,12,,1,,,2,2.5,,6,,,,1,21.27,,270,,,,B_139_247,2.5,,,,4,onbekend,,,485419.64,8.75,,5723835.88,,,,,5,,269
Point,2.857084543853616,51.22281674071482,Feature,12,"2,70","002\xb0 51,425 E",99,0,"51\xb0 13,369 N",2001 / 26 - 172,5,"59,00",Oostende,,24,,"3,00",,3,20,Belg (Vlagbrief K402544),1,,"4,4 Wk",3,3.75,,,NIET op kaart,"11,90",,1,7.79,,,,"233,00","1,40",B_113_251_b,2.5,Ter Streep,,Pleziervaartuig,4,OFFSHORE I,,2000/07/04,490019.79,8.75,,5674613.13,,2000/07/03,"De OFFSHORE I is gezonken omstreeks 16h00 op 03/07/2000. De volgende dag werd met Ter Streep de minste diepte bepaald op 4,4 m tov het lokale H-vlak. Volledig verwijderd .",Vanhee Rik (10/12/1963) Cirkelstraat 34 8400 Oostende,4,Staal,294
Point,3.085633303047766,51.397466642641405,Feature,u,,003\xb005.138 E,99,0,51\xb0 23.848 N,,4,"77,25",,,30,,,,2,16,,3,,,2,2.5,,6,,,,1,11.38,,213,,,,B_123_305_a,2.5,,,,2,North Star,,,505957.37,26.25,,5694029.67,,,,,5,,213
